Symbol,Current Stock Price,Predicted Short Position,Difference,Company Name,Sector,Industry,Market Capital,P/E Ratio,P/B Ratio,PEG Ratio,Dividend Yield,EPS,Revenue,Profit Margin,EBITDA,Earnings Date
DGX,$162.66,$127.74,"$34.92
",Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,18078281728.0,21.74094,2.6641994,Not Available,0.0186,7.45,9539000320.0,0.08816,1804999936,Not Available
AVB,$235.35,$177.52,"$57.83
","AvalonBay Communities, Inc.",Real Estate,REIT - Residential,32546668544.0,31.259563,2.7348895,Not Available,0.0295,7.32,2926010880.0,0.35606998,1808050944,Not Available
DIS,$117.47,$89.14,"$28.33
",The Walt Disney Company,Communication Services,Entertainment,210141478912.0,42.661766,2.0942447,Not Available,0.0082,2.72,90027999232.0,0.053049996,16750999552,Not Available
SW,$55.02,$40.63,"$14.39
",Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,28551362560.0,76.23611,1.5827566,Not Available,0.0341,0.72,16432000000.0,0.01345,2172999936,Not Available
CBRE,$139.99,$85.03,"$54.96
","CBRE Group, Inc.",Real Estate,Real Estate Services,42059112448.0,44.478966,4.756203,Not Available,Not Available,3.09,34313000960.0,0.02792,2213600000,Not Available
GE,$182.16,$104.20,"$77.96
",GE Aerospace,Industrials,Aerospace & Defense,195136897024.0,35.56213,10.338896,Not Available,0.0062,5.07,69953003520.0,0.08926,8935000064,Not Available
HII,$197.92,$196.15,"$1.77
","Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,7514195456.0,10.855568,1.7878023,Not Available,0.0277,17.69,11708000256.0,0.05987,1071000000,Not Available
LDOS,$165.40,$115.43,"$49.97
","Leidos Holdings, Inc.",Technology,Information Technology Services,22053806080.0,18.781818,4.776326,Not Available,0.0097,8.8,16277000192.0,0.07366,2056999936,Not Available
ALL,$207.39,$143.07,"$64.32
",The Allstate Corporation,Financial Services,Insurance - Property & Casualty,53871525888.0,13.150614,2.8560998,Not Available,0.018,15.47,62432002048.0,0.067719996,6192999936,Not Available
ERIE,$440.56,$312.73,"$127.83
",Erie Indemnity Company,Financial Services,Insurance Brokers,22894086144.0,41.033737,11.752879,Not Available,0.0117,10.67,3688691968.0,0.1516,710918720,Not Available
ETN,$375.42,$241.93,"$133.49
",Eaton Corporation plc,Industrials,Specialty Industrial Machinery,145866342400.0,39.18206,7.630186,Not Available,0.0101,9.42,24604999680.0,0.15314001,5449999872,Not Available
ALGN,$232.77,$216.60,"$16.17
","Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,17393426432.0,39.82735,4.4158673,Not Available,Not Available,5.85,3960518912.0,0.111490004,820153984,Not Available
NFLX,$886.81,$490.06,"$396.75
","Netflix, Inc.",Communication Services,Entertainment,382938218496.0,50.6416,16.854176,Not Available,Not Available,17.69,37587279872.0,0.20701,9976898560,Not Available
LEN,$174.39,$132.62,"$41.77
",Lennar Corporation,Consumer Cyclical,Residential Construction,46754197504.0,11.523904,1.7172627,Not Available,0.0115,15.06,36462747648.0,0.11512,5534482944,Not Available
FITB,$48.06,$29.31,"$18.75
",Fifth Third Bancorp,Financial Services,Banks - Regional,31495403520.0,15.656667,1.701565,Not Available,0.0311,3.0,8063000064.0,0.27583,Not Available,Not Available
WST,$325.68,$290.80,"$34.88
","West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,23037927424.0,47.19659,8.380006,Not Available,0.0026,6.74,2876400128.0,0.17368999,744700032,Not Available
GWW,$1205.34,$821.04,"$384.30
","W.W. Grainger, Inc.",Industrials,Industrial Distribution,57800560640.0,32.173084,16.502802,Not Available,0.0069,36.89,16931999744.0,0.10802,2836999936,Not Available
TRGP,$204.30,$93.61,"$110.69
",Targa Resources Corp.,Energy,Oil & Gas Midstream,42727268352.0,35.496376,16.620579,Not Available,0.0154,5.52,16215700480.0,0.07774,4021700096,Not Available
NTRS,$111.16,$79.71,"$31.45
",Northern Trust Corporation,Financial Services,Asset Management,21732622336.0,13.653799,1.8317907,Not Available,0.0273,8.03,7857600000.0,0.21493,Not Available,Not Available
FICO,$2375.03,$1179.21,"$1195.82
",Fair Isaac Corporation,Technology,Software - Application,56375369728.0,112.83674,Not Available,Not Available,Not Available,20.52,1717526016.0,0.29858,747456000,Not Available
AXON,$646.96,$266.43,"$380.53
","Axon Enterprise, Inc.",Industrials,Aerospace & Defense,49167949824.0,168.79189,23.36262,Not Available,Not Available,3.82,1940449024.0,0.15324001,183220000,Not Available
CVS,$59.85,$55.96,"$3.89
",CVS Health Corporation,Healthcare,Healthcare Plans,74623713280.0,15.050761,0.99540067,Not Available,0.045,3.94,367245983744.0,0.013660001,14115000320,Not Available
AOS,$74.49,$73.51,"$0.98
",A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,10676707328.0,19.42876,5.570391,Not Available,0.0182,3.79,3893799936.0,0.14413,809100032,Not Available
FE,$42.55,$36.66,"$5.89
",FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,24092932096.0,26.970968,1.9387378,Not Available,0.040900003,1.55,13256999936.0,0.06729,3924000000,Not Available
JPM,$249.72,$164.11,"$85.61
",JPMorgan Chase & Co.,Financial Services,Banks - Diversified,691757187072.0,13.650556,2.1338255,Not Available,0.020299999,18.0,162148007936.0,0.33163,Not Available,Not Available
ABT,$118.77,$102.16,"$16.61
",Abbott Laboratories,Healthcare,Medical Devices,203200659456.0,35.60942,5.1061277,Not Available,0.0188,3.29,41216999424.0,0.13992,10824999936,Not Available
OMC,$104.82,$82.00,"$22.82
",Omnicom Group Inc.,Communication Services,Advertising Agencies,20236019712.0,14.170081,5.1214633,Not Available,0.026700001,7.32,15427800064.0,0.094519995,2420600064,Not Available
COF,$192.01,$114.77,"$77.24
",Capital One Financial Corporation,Financial Services,Credit Services,71258439680.0,17.637394,1.2269028,Not Available,0.0128,10.59,26496999424.0,0.16455,Not Available,Not Available
TSCO,$283.67,$208.55,"$75.12
",Tractor Supply Company,Consumer Cyclical,Specialty Retail,30344945664.0,27.628891,13.268476,Not Available,0.0152,10.28,14769541120.0,0.07534,1913799040,Not Available
PH,$702.90,$452.88,"$250.02
",Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,89392029696.0,31.268297,6.9340105,Not Available,0.0093,22.21,19986102272.0,0.14468999,4962157056,Not Available
HST,$18.42,$16.41,"$2.01
","Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,13235322880.0,18.135923,1.945428,Not Available,0.0435,1.03,5590000128.0,0.12898,1515000064,Not Available
JBHT,$189.11,$161.06,"$28.05
","J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,18649518080.0,33.568058,4.6621127,Not Available,0.0091,5.51,12244555776.0,0.046469998,1577556992,Not Available
MRNA,$43.06,$49.99,"$-6.93
","Moderna, Inc.",Healthcare,Biotechnology,16381701120.0,Not Available,1.3741567,Not Available,Not Available,-5.81,5080999936.0,-0.43771,-2361999872,Not Available
TSLA,$345.16,$160.68,"$184.48
","Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,1128528740352.0,96.58241,16.122168,Not Available,Not Available,3.64,97150001152.0,0.13075,13244000256,Not Available
MOH,$297.90,$289.39,"$8.51
","Molina Healthcare, Inc.",Healthcare,Healthcare Plans,17901025280.0,15.926463,3.7397232,Not Available,Not Available,19.65,37544001536.0,0.030469999,1814000000,Not Available
ATO,$151.32,$114.99,"$36.33
",Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,22906736640.0,21.581991,1.8781296,Not Available,0.023699999,6.83,4094885120.0,0.2509,1991972992,Not Available
COP,$108.34,$105.45,"$2.89
",ConocoPhillips,Energy,Oil & Gas E&P,137777086464.0,12.634638,2.457545,Not Available,0.0294,8.43,56924000256.0,0.17472,24445999104,Not Available
DHR,$239.69,$224.81,"$14.88
",Danaher Corporation,Healthcare,Diagnostics & Research,173429063680.0,45.2194,3.380378,Not Available,0.0045,5.31,23741999104.0,0.16393,7511000064,Not Available
CNC,$60.00,$59.68,"$0.32
",Centene Corporation,Healthcare,Healthcare Plans,30180829184.0,10.3246975,1.1166526,Not Available,Not Available,5.79,146204000256.0,0.02098,5919000064,Not Available
MCK,$628.50,$458.56,"$169.94
",McKesson Corporation,Healthcare,Medical Distribution,79131860992.0,32.266045,Not Available,Not Available,0.0046,19.32,330187014144.0,0.0076800003,4889999872,Not Available
TXT,$85.63,$77.03,"$8.60
",Textron Inc.,Industrials,Aerospace & Defense,15750896640.0,18.578773,2.2658856,Not Available,0.00090000004,4.57,13980999680.0,0.06301,1644999936,Not Available
MTB,$219.99,$135.33,"$84.66
",M&T Bank Corporation,Financial Services,Banks - Regional,35511238656.0,15.830251,1.3427756,Not Available,0.025,13.52,8498999808.0,0.28109,Not Available,Not Available
FDS,$490.67,$406.39,"$84.28
",FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,18535874560.0,35.10288,9.68288,Not Available,0.0085,13.9,2203056128.0,0.24381,831163008,Not Available
VTRS,$13.09,$9.55,"$3.54
",Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,15630061568.0,Not Available,0.7897117,Not Available,0.0364,-0.73,15048500224.0,-0.0587,4586699776,Not Available
AKAM,$94.02,$90.27,"$3.75
","Akamai Technologies, Inc.",Technology,Software - Infrastructure,14674173952.0,28.899408,3.068996,Not Available,Not Available,3.38,3966245888.0,0.13266,1118397952,Not Available
ROL,$50.33,$41.13,"$9.20
","Rollins, Inc.",Consumer Cyclical,Personal Services,23910137856.0,50.896904,18.144064,Not Available,0.013200001,0.97,3310625024.0,0.14182,757598016,Not Available
RMD,$249.02,$162.79,"$86.23
",ResMed Inc.,Healthcare,Medical Instruments & Supplies,36301180928.0,32.79708,6.986777,Not Available,0.0087,7.54,4807484928.0,0.23149,1632185984,Not Available
WRB,$64.55,$48.06,"$16.49
",W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,24121667584.0,16.230768,2.8636055,Not Available,0.0047999998,3.9,13192565760.0,0.11956,Not Available,Not Available
GOOGL,$168.95,$135.49,"$33.46
",Alphabet Inc.,Communication Services,Internet Content & Information,2112373391360.0,22.766888,6.711045,Not Available,0.0047,7.55,339859013632.0,0.27738002,123469996032,Not Available
BRO,$113.10,$74.50,"$38.60
","Brown & Brown, Inc.",Financial Services,Insurance Brokers,31890036736.0,30.386919,4.9342947,Not Available,0.0054,3.67,4558700032.0,0.23066,1528300032,Not Available
ANET,$405.82,$232.36,"$173.46
","Arista Networks, Inc.",Technology,Computer Hardware,129789919232.0,49.47299,14.033576,Not Available,Not Available,8.33,6613147136.0,0.40293998,2833341952,Not Available
PAYX,$146.27,$119.42,"$26.85
","Paychex, Inc.",Technology,Software - Application,51900891136.0,30.814106,13.47883,Not Available,0.027,4.68,5310799872.0,0.31983998,2358799872,Not Available
DRI,$176.27,$141.81,"$34.46
","Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,20010545152.0,19.642735,9.374278,Not Available,0.0326,8.67,11416399872.0,0.091120005,1789500032,Not Available
META,$574.32,$354.88,"$219.44
","Meta Platforms, Inc.",Communication Services,Internet Content & Information,1527781523456.0,28.600388,9.28396,Not Available,0.0034,21.16,156226994176.0,0.35549998,79208996864,Not Available
COR,$251.55,$205.20,"$46.35
","Cencora, Inc.",Healthcare,Medical Distribution,48476557312.0,33.352394,62.577347,Not Available,0.0088,7.52,293958615040.0,0.00513,4303009792,Not Available
MAA,$164.16,$126.66,"$37.50
","Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,19388788736.0,36.321915,3.1758032,Not Available,0.036199998,4.45,2183429888.0,0.23878999,1247618048,Not Available
MMC,$233.23,$190.00,"$43.23
","Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,113220804608.0,28.42602,8.270018,Not Available,0.0139999995,8.11,23945000960.0,0.16822,7246000128,Not Available
FOXA,$47.12,$30.32,"$16.80
",Fox Corporation,Communication Services,Entertainment,20685477888.0,11.369193,1.8880183,Not Available,0.0115,4.09,14337000448.0,0.13399,3025999872,Not Available
POOL,$377.09,$308.45,"$68.64
",Pool Corporation,Industrials,Industrial Distribution,14304871424.0,32.23799,9.99322,Not Available,0.0128,11.66,5326523904.0,0.084189996,679414976,Not Available
CZR,$38.49,$33.55,"$4.94
","Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,7817139200.0,Not Available,1.8667547,Not Available,Not Available,-1.68,11271000064.0,-0.03203,3668000000,Not Available
FFIV,$250.35,$174.04,"$76.31
","F5, Inc.",Technology,Software - Infrastructure,14756594688.0,26.334204,4.6736407,Not Available,Not Available,9.56,2816120064.0,0.20126,782097984,Not Available
CRWD,$345.97,$228.29,"$117.68
","CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,85556109312.0,667.98065,36.463356,Not Available,Not Available,0.52,3516257024.0,0.0484,187490000,Not Available
CINF,$159.83,$106.61,"$53.22
",Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,24503939072.0,8.055498,1.7749696,Not Available,0.020599999,19.46,12154999808.0,0.25257,4062000128,Not Available
VMC,$288.13,$219.45,"$68.68
",Vulcan Materials Company,Basic Materials,Building Materials,37591162880.0,44.476562,4.778492,Not Available,0.0064,6.4,7398300160.0,0.114300005,1985699968,Not Available
MKTX,$258.69,$203.69,"$55.00
",MarketAxess Holdings Inc.,Financial Services,Capital Markets,9938124800.0,35.715446,7.1728296,Not Available,0.0112,7.38,811940992.0,0.34320998,412735008,Not Available
SRE,$93.67,$69.23,"$24.44
",Sempra,Utilities,Utilities - Diversified,58532401152.0,20.354626,2.0308106,Not Available,0.0269,4.54,12917999616.0,0.22697,4930999808,Not Available
LHX,$246.25,$195.50,"$50.75
","L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,45798182912.0,38.08596,2.4091573,Not Available,0.0191,6.34,21141999616.0,0.05709,3705999872,Not Available
ORLY,$1243.22,$957.27,"$285.95
","O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,71624605696.0,30.709589,Not Available,Not Available,Not Available,40.4,16444893184.0,0.14522,3685244928,Not Available
IVZ,$18.09,$14.28,"$3.81
",Invesco Ltd.,Financial Services,Asset Management,8020256256.0,Not Available,0.7464965,Not Available,0.045300003,-0.91,5887399936.0,-0.030030001,1053000000,Not Available
RCL,$244.06,$117.94,"$126.12
",Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,65866309632.0,24.546093,9.349286,Not Available,0.0064999997,9.98,16055000064.0,0.16207,5641999872,Not Available
SNPS,$558.49,$479.89,"$78.60
","Synopsys, Inc.",Technology,Software - Infrastructure,87097597952.0,58.573345,11.297547,Not Available,Not Available,9.68,6483438080.0,0.23111999,1652390016,Not Available
GOOG,$170.49,$136.83,"$33.66
",Alphabet Inc.,Communication Services,Internet Content & Information,2113745059840.0,23.010174,6.773775,Not Available,0.0046,7.54,339859013632.0,0.27738002,123469996032,Not Available
EPAM,$243.92,$184.53,"$59.39
","EPAM Systems, Inc.",Technology,Information Technology Services,13656527872.0,31.268183,3.8416064,Not Available,Not Available,7.7,4636846080.0,0.09679,659422016,Not Available
NDSN,$260.99,$230.45,"$30.54
",Nordson Corporation,Industrials,Specialty Industrial Machinery,14666482688.0,31.203161,5.139359,Not Available,0.012,8.22,2664752128.0,0.17746,818784000,Not Available
YUM,$138.94,$126.17,"$12.77
","Yum! Brands, Inc.",Consumer Cyclical,Restaurants,38474264576.0,25.769161,Not Available,Not Available,0.019299999,5.35,7223000064.0,0.21127,2608000000,Not Available
EQT,$45.44,$30.95,"$14.49
",EQT Corporation,Energy,Oil & Gas E&P,26817964032.0,59.926666,1.3179193,Not Available,0.014099999,0.75,4623048192.0,0.06797,2601137920,Not Available
LYV,$138.25,$87.47,"$50.78
","Live Nation Entertainment, Inc.",Communication Services,Entertainment,31250778112.0,150.57779,107.89809,Not Available,Not Available,0.9,23315468288.0,0.0201,1534734976,Not Available
PFE,$26.21,$25.46,"$0.75
",Pfizer Inc.,Healthcare,Drug Manufacturers - General,146236686336.0,34.406666,1.5842952,Not Available,0.0651,0.75,59375001600.0,0.071609996,18365999104,Not Available
AVGO,$162.08,$99.83,"$62.25
",Broadcom Inc.,Technology,Semiconductors,778935992320.0,135.58942,2.8161461,Not Available,0.0127,1.23,46814998528.0,0.108830005,22958000128,Not Available
DUK,$117.05,$93.63,"$23.42
",Duke Energy Corporation,Utilities,Utilities - Regulated Electric,88904949760.0,20.662476,1.8448936,Not Available,0.0363,5.57,29750999040.0,0.14534001,14106000384,Not Available
TPL,$1600.09,$620.77,"$979.32
",Texas Pacific Land Corporation,Energy,Oil & Gas E&P,35213172736.0,78.598976,33.47194,Not Available,0.0043,19.5,686696000.0,0.65343004,548542016,Not Available
REGN,$750.22,$786.93,"$-36.71
","Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,83185082368.0,18.737251,2.7826238,Not Available,Not Available,40.4,13847100416.0,0.33613998,4598000128,Not Available
CL,$96.63,$79.53,"$17.10
",Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,76778610688.0,27.00431,176.64473,Not Available,0.020599999,3.48,20106000384.0,0.14264,4894000128,Not Available
VZ,$44.34,$37.81,"$6.53
",Verizon Communications Inc.,Communication Services,Telecom Services,184992186368.0,19.02381,1.9205052,Not Available,0.0618,2.31,134237003776.0,0.07298,48428998656,Not Available
JCI,$83.86,$55.70,"$28.16
",Johnson Controls International plc,Industrials,Building Products & Equipment,54775947264.0,39.769234,3.4186056,Not Available,0.0177,2.08,22951999488.0,0.07429,3232000000,Not Available
DAY,$79.99,$51.40,"$28.59
",Dayforce Inc,Technology,Software - Application,12694062080.0,236.75,4.969441,Not Available,Not Available,0.34,1694499968.0,0.03122,252100000,Not Available
FSLR,$199.27,$155.85,"$43.42
","First Solar, Inc.",Technology,Solar,22143877120.0,17.831034,2.9161143,Not Available,Not Available,11.6,3850810880.0,0.32412997,1716966016,Not Available
AMGN,$282.87,$270.69,"$12.18
",Amgen Inc.,Healthcare,Drug Manufacturers - General,150068461568.0,35.60969,19.935732,Not Available,0.0324,7.84,32533999616.0,0.13002,12247000064,Not Available
TEL,$151.12,$132.19,"$18.93
",TE Connectivity plc,Technology,Electronic Components,45436723200.0,14.688588,3.6868553,Not Available,0.0168,10.34,15845000192.0,0.20151,3761999872,Not Available
JBL,$135.83,$103.53,"$32.30
",Jabil Inc.,Technology,Electronic Components,15188668416.0,12.050135,8.814093,Not Available,0.0023999999,11.17,28882999296.0,0.048060004,2143000064,Not Available
VST,$159.84,$48.02,"$111.82
",Vistra Corp.,Utilities,Utilities - Independent Power Producers,52919328768.0,29.237162,17.874249,Not Available,0.0057,5.32,16264999936.0,0.12505001,6019999744,Not Available
JKHY,$176.18,$157.07,"$19.11
","Jack Henry & Associates, Inc.",Technology,Information Technology Services,12746719232.0,31.998169,6.6215653,Not Available,0.0125,5.46,2245157120.0,0.17785999,571171968,Not Available
ADP,$306.93,$236.89,"$70.04
","Automatic Data Processing, Inc.",Technology,Software - Application,123551145984.0,32.395836,23.113422,Not Available,0.0201,9.36,19522899968.0,0.19715,5733100032,Not Available
ON,$71.12,$62.95,"$8.17
",ON Semiconductor Corporation,Technology,Semiconductors,30650996736.0,17.862282,3.5694451,Not Available,Not Available,4.03,7377900032.0,0.23795,2716600064,Not Available
STT,$98.51,$72.57,"$25.94
",State Street Corporation,Financial Services,Asset Management,28831401984.0,15.41536,1.257335,Not Available,0.031,6.38,12547999744.0,0.16847,Not Available,Not Available
RSG,$218.30,$165.85,"$52.45
","Republic Services, Inc.",Industrials,Waste Management,67239997440.0,34.30032,5.991071,Not Available,0.0108,6.26,15817600000.0,0.12458,4804800000,Not Available
IFF,$91.36,$76.33,"$15.03
",International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,22937231360.0,Not Available,1.5525327,Not Available,0.0175,-9.08,11416000512.0,-0.20331,1876000000,Not Available
CARR,$77.37,$54.75,"$22.62
",Carrier Global Corporation,Industrials,Building Products & Equipment,67839336448.0,44.47647,4.619944,Not Available,0.01,1.7,24800999424.0,0.14003,3318000128,Not Available
TRMB,$72.97,$47.10,"$25.87
",Trimble Inc.,Technology,Scientific & Technical Instruments,17973708800.0,12.307692,3.0767944,Not Available,Not Available,5.98,3632300032.0,0.40668,737699968,Not Available
QCOM,$158.53,$136.64,"$21.89
",QUALCOMM Incorporated,Technology,Semiconductors,180882030592.0,18.231813,6.8969793,Not Available,0.0209,8.93,38961999872.0,0.2603,11959000064,Not Available
LYB,$83.34,$84.14,"$-0.80
",LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,26425477120.0,12.347496,1.9265556,Not Available,0.0653,6.59,40733999104.0,0.052729998,4421000192,Not Available
GIS,$66.26,$63.61,"$2.65
","General Mills, Inc.",Consumer Defensive,Packaged Foods,36948606976.0,15.84643,3.9879563,Not Available,0.0358,4.2,19800600576.0,0.12136,4214599936,Not Available
PHM,$135.27,$93.70,"$41.57
","PulteGroup, Inc.",Consumer Cyclical,Residential Construction,27509698560.0,9.899631,2.3822548,Not Available,0.0064999997,13.55,17318807552.0,0.16635,3788722944,Not Available
ROST,$154.87,$130.06,"$24.81
","Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,51121201152.0,24.266142,10.602036,Not Available,0.010299999,6.35,21092935680.0,0.09824,2983800064,Not Available
LUV,$32.36,$24.81,"$7.55
",Southwest Airlines Co.,Industrials,Airlines,19884279808.0,Not Available,1.9099603,Not Available,0.0218,-0.08,27376001024.0,-0.0017499999,1682000000,Not Available
LW,$77.24,$58.81,"$18.43
","Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,11300891648.0,18.603285,6.152473,Not Available,0.0184,4.26,6456399872.0,0.09573,1294400000,Not Available
MS,$131.61,$82.68,"$48.93
",Morgan Stanley,Financial Services,Capital Markets,210784436224.0,19.884117,2.2462916,Not Available,0.028199999,6.58,58282000384.0,0.19205,Not Available,Not Available
CPB,$46.20,$40.97,"$5.23
",The Campbell's Company,Consumer Defensive,Packaged Foods,13642717184.0,24.25397,3.6003768,Not Available,0.032,1.89,9635999744.0,0.05884,1783000064,Not Available
OKE,$113.60,$71.16,"$42.44
","ONEOK, Inc.",Energy,Oil & Gas Midstream,64606478336.0,23.427967,3.8252387,Not Available,0.0359,4.72,19932999680.0,0.14047,5612000256,Not Available
BK,$81.87,$49.82,"$32.05
",The Bank of New York Mellon Corporation,Financial Services,Banks - Diversified,58966024192.0,18.143177,1.5662116,Not Available,0.0232,4.47,17801000960.0,0.20038,Not Available,Not Available
J,$141.23,$106.99,"$34.24
",Jacobs Solutions Inc.,Industrials,Engineering & Construction,17223974912.0,29.066944,2.609104,Not Available,0.0083,4.78,16948610048.0,0.03717,1476304000,Not Available
SYF,$67.52,$33.09,"$34.43
",Synchrony Financial,Financial Services,Credit Services,26119141376.0,8.7123375,1.7693058,Not Available,0.0149,7.7,9006999552.0,0.35139,Not Available,Not Available
CHD,$110.13,$93.40,"$16.73
","Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,27067379712.0,49.765766,6.4525175,Not Available,0.010199999,2.22,6053100032.0,0.09083,1330099968,Not Available
HWM,$118.38,$58.94,"$59.44
",Howmet Aerospace Inc.,Industrials,Aerospace & Defense,47973326848.0,45.41731,10.808696,Not Available,0.0027,2.6,7270000128.0,0.14814,1772000000,Not Available
MHK,$138.83,$91.91,"$46.92
","Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",8476558848.0,15.156885,1.0795189,Not Available,Not Available,8.86,10812014592.0,0.052160002,1549473024,Not Available
TFC,$47.68,$33.12,"$14.56
",Truist Financial Corporation,Financial Services,Banks - Regional,61404438528.0,Not Available,1.0403501,Not Available,0.044299997,-4.86,14497000448.0,-0.10678001,Not Available,Not Available
DAL,$63.82,$38.96,"$24.86
","Delta Air Lines, Inc.",Industrials,Airlines,40291344384.0,8.660194,2.9335213,Not Available,0.0095,7.21,60307001344.0,0.07712,8415000064,Not Available
APA,$22.65,$23.35,"$-0.70
",APA Corporation,Energy,Oil & Gas E&P,8331206656.0,3.1988637,1.6289332,Not Available,0.0448,7.04,8954999808.0,0.24824,5047000064,Not Available
K,$81.29,$54.59,"$26.70
",Kellanova,Consumer Defensive,Packaged Foods,27803340800.0,26.97659,7.617339,Not Available,0.028299998,2.99,12798999552.0,0.07852,2032000000,Not Available
AFL,$114.00,$80.11,"$33.89
",Aflac Incorporated,Financial Services,Insurance - Life,59713703936.0,15.971767,2.4100356,Not Available,0.018,6.73,17301999616.0,0.22015,4779250176,Not Available
CSX,$36.55,$32.40,"$4.15
",CSX Corporation,Industrials,Railroads,69268840448.0,19.106382,5.357196,Not Available,0.013200001,1.88,14680999936.0,0.24971001,7191000064,Not Available
NI,$38.09,$26.42,"$11.67
",NiSource Inc.,Utilities,Utilities - Regulated Gas,17406189568.0,22.737806,2.0854537,Not Available,0.028399998,1.64,5289299968.0,0.14631,2324999936,Not Available
CPT,$125.80,$92.91,"$32.89
",Camden Property Trust,Real Estate,REIT - Residential,13149500416.0,38.88328,3.0091302,Not Available,0.0332,3.17,1556548992.0,0.2216,893276992,Not Available
PFG,$87.09,$74.55,"$12.54
","Principal Financial Group, Inc.",Financial Services,Asset Management,19383386112.0,Not Available,1.7291722,Not Available,0.0342,-0.74,14066499584.0,-0.01465,-15100000,Not Available
NCLH,$26.89,$15.75,"$11.14
",Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,Travel Services,12206294016.0,24.350878,10.751355,Not Available,Not Available,1.14,9356740608.0,0.0587,2335180032,Not Available
RJF,$169.28,$109.58,"$59.70
","Raymond James Financial, Inc.",Financial Services,Asset Management,33761794048.0,17.05799,3.0594177,Not Available,0.0108,9.7,12775999488.0,0.16187,Not Available,Not Available
HBAN,$18.01,$11.56,"$6.45
",Huntington Bancshares Incorporated,Financial Services,Banks - Regional,25453084672.0,17.009611,1.3975669,Not Available,0.0349,1.03,6689999872.0,0.24709,Not Available,Not Available
UNH,$610.20,$456.70,"$153.50
",UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,559256633344.0,39.46104,5.933354,Not Available,0.0138,15.4,393898000384.0,0.03635,35035000832,Not Available
PRU,$129.41,$99.15,"$30.26
","Prudential Financial, Inc.",Financial Services,Insurance - Life,45046628352.0,11.259787,1.4810133,Not Available,0.0405,11.24,72965996544.0,0.056199998,5557333504,Not Available
PLTR,$67.08,$21.88,"$45.20
",Palantir Technologies Inc.,Technology,Software - Infrastructure,159111495680.0,349.232,35.24036,Not Available,Not Available,0.2,2646338048.0,0.18009001,397707008,Not Available
GPC,$126.73,$117.75,"$8.98
",Genuine Parts Company,Consumer Cyclical,Auto Parts,17578321920.0,16.313549,3.7439663,Not Available,0.031400003,7.75,23302279168.0,0.046690002,2055010944,Not Available
WTW,$322.00,$244.21,"$77.79
",Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,32529893376.0,Not Available,4.348249,Not Available,0.011,-7.21,9809000448.0,-0.07361,2580999936,Not Available
WMB,$58.52,$35.45,"$23.07
","The Williams Companies, Inc.",Energy,Oil & Gas Midstream,68843593728.0,23.930084,5.5547357,Not Available,0.0337,2.36,10366000128.0,0.27754,5864000000,Not Available
EQR,$76.66,$58.68,"$17.98
",Equity Residential,Real Estate,REIT - Residential,29030834176.0,31.320679,2.598544,Not Available,0.0359,2.37,2940828928.0,0.3157,1796182016,Not Available
DVA,$166.17,$106.06,"$60.11
",DaVita Inc.,Healthcare,Medical Care Facilities,13492947968.0,17.726294,35.149574,Not Available,Not Available,9.28,12666613760.0,0.06534,2657765120,Not Available
